kod_pemaju,found,nama_pemaju,emel,telefon,alamat_perniagaan,alamat_daftar,status_pemaju,bilangan_projek,probe_code,projek_nama,negeri,daerah,status_projek
8415,yes,ROMAJAYA SDN. BHD.,osb@jaymuda.com,06-2835442,"D8/08 Plaza Jayamuda, Jalan Pelanduk Putih, 75300, Melaka Tengah, Melaka","D8/08 Plaza Jayamuda, Jalan Pelanduk Putih, 75300, Melaka Tengah, Melaka",Aktif,1,8415-1,Taman Acasia,Melaka,Melaka Tengah,
8416,yes,NIAN FOON ENTERPRISE SDN. BHD.,-,,-,-,Aktif,1,8416-1,Taman Cheng Perdana,-,-,
8417,yes,TANG & LEE DEVELOPMENT SDN. BHD.,tangnlee@yahoo.com,053211634,"No.2-a, Jalan Pengkalan Barat 23, Pengkalan Gerbang Mutiara, 31650, Kinta, Perak","No.2-a, Jalan Pengkalan Barat 23, Pengkalan Gerbang Mutiara, 31650, Kinta, Perak",Aktif,5,8417-1,Taman Kenanga  Fasa 3,-,-,
8418,yes,MASPURNA DEVELOPMENT SDN. BHD.,-,,-,-,Aktif,1,8418-1,Taman Dato' Hormat,-,-,
8419,yes,TRIMETRO DEVELOPMENT SDN. BHD.,-,06-9542228,"No. 26, Jalan Majidi, Muar, 84000, Muar, Johor","No. 8 (1st Floor), Jalan Pesta 1/1, Taman Tun Dr Ismail 1, Jalan Bakri, 84000, Muar, Johor",Aktif,8,8419-1,Taman Sri Terap,-,-,
8420,yes,SELETAR SDN. BHD.,wongkm@ppb.com.my,0126510808,"21a, Jalan Presinct Mentari 1, Presinct Mentari, 08100, Kuala Muda, Kedah","12th Floor, Ubn Tower, 10 Jalan P Ramlee, 50250, Kuala Lumpur, Wp Kuala Lumpur",Aktif,3,8420-1,Taman Sinar Mentari,Kedah,Kuala Muda,
8421,yes,EVERISE TIARA (M) SDN. BHD.,-,,"Wisma Uoa Bangsar South,tower 1,avenue 3, No.8 Jalan Kerinchi, 59200, Kuala Lumpur, Wp Kuala Lumpur","No. 9, Jalan Indah 16, Taman Cheras Indah, 56100 Kuala Lumpur, 56100, Kuala Lumpur, Wp Kuala Lumpur",Aktif,2,8421-1,1879 & 1880 Mukim Batu,-,-,
8422,yes,SAUJANIS SDN. BHD.,uoa111@yahoo.com.,21619261,"Office Suite 19-21-1, Level 21, Uoa Centre, No 19, Jalan Pinang, 50450, Kuala Lumpur, Wp Kuala Lumpur","No 30, Lorong 6a/91, Taman Shamelin Perkasa, 56100, Kuala Lumpur, Wp Kuala Lumpur",Aktif,2,8422-1,Villa Saujanis,-,-,
8423,yes,SENDAYANG AYU SDN. BHD.,-,05-5470191,"76a, Jalan Bercham, Taman Sri Dermawan,, 31400, Kinta, Perak","76a, Jalan Bercham, Taman Sri Dermawan,, 31400, Kinta, Perak",Aktif,2,8423-1,Taman Mercu Tawas Damai,-,-,
8424,yes,MESRA KINI DEVELOPMENT SDN. BHD.,-,,"T218, Jalan Teratai,, Taman Seri Telok Datok, 42700, Kuala Langat, Selangor","No.57a Jalan Emas 2, Bandar Sungai Emas, 42700, Kuala Langat, Selangor",Aktif,6,8424-1,Lot 1063 Mukim Kelanang,-,-,
8425,yes,JEJAKGAYA CORPORATION SDN. BHD.,-,,-,-,Aktif,1,8425-1,Lot 8115 - 8126 Dan 8128 - 8139 Mukim Cukai,-,-,
8426,yes,HENYES DEVELOPMENT  SDN. BHD.,henyes.developments@gmail.com,079471121,"No. 10 & 12 Jalan Ah Tong, 85200, Segamat, Johor","No. 298-17 (bawah), Jalan Indah 12, , Taman Indah, , Sungai Abong, , 84000, Muar, Johor",Aktif,7,8426-1,Taman Intan,-,-,
8427,yes,MEDAN ALFA SDN. BHD.,-,,-,-,Aktif,1,8427-1,Taman Sri Daik,-,-,
8428,yes,COUNTRY VIEW RESOURCES SDN. BHD.,nmc@countryview.com.my,,"Unit 26-01, Level 26, Menara Landmark, No. 12, Jalan Ngee Heng, Ibrahim International Business District, 80888, Johor Bahru, Johor","Suite 5.11 & 5.12, 5th Floor, Menara Tjb,, No. 9, Jalan Syed Mohd. Mufti,, 80888, Johor Bahru, Johor",Aktif,24,8428-1,Nusa Bestari Jaya,-,-,
8429,yes,KIM TEE DEVELOPMENT SDN. BHD.,kimteedevsb@hotmail.com,069529430,"No. 115, Tingkat 1, Jalan Abdullah, 84000, Muar, Johor","No. 8b/2, Jalan Sulaiman, 83000, Batu Pahat, Johor",Aktif,3,8429-1,Lot Ptd 8623 & 8624 Mukim Jeram Batu,-,-,
8430,yes,AKS EQUITY SDN. BHD.,-,,-,-,Aktif,1,8430-1,Pt 3446 - Pt 3519 Mukim Pulai,-,-,
8431,yes,SUNRISE IDEAL SDN. BHD.,-,,-,-,Aktif,1,8431-1,Taman Suria,-,-,
8432,yes,HR DAGANG SDN. BHD.,-,,-,-,Aktif,2,8432-1,Taman Dagang,-,-,
8433,yes,KOLEKSI ASLI SDN. BHD.,-,,-,-,Aktif,2,8433-1,Pt 379 Kawasan Bandar Xxxvii,-,-,
8434,yes,JELMA ANGKASA SDN. BHD.,bts@btslandcapital.com,03-2698 9399,"Bilik 1601, Tingkat 16, Komplek Campbell, 98, Jalan Dang Wangi, 50100, Kuala Lumpur, Wp Kuala Lumpur","5-1, Bilik 1, Jalan Temoh, 41400 Klang, Selangor Darul Ehsan, 41400, Klang, Selangor",Aktif,2,8434-1,Seri Damai,-,-,
8435,yes,ASAS HARAPAN SDN. BHD.,-,33718093,"No. 6a, Jalan Istana, 41000, Klang, Selangor","Room 101, 2nd Floor, Wisma Hup Tai, No. 1, Lorong Raja Bot, 41400, Klang, Selangor",Aktif,3,8435-1,"Taman Mewah , Klang Jaya",-,-,
8436,yes,PAKAR IDAMAN SDN. BHD.,-,,-,-,Aktif,1,8436-1,Taman Sri Kemuning Indah,-,-,
8437,yes,CHEE LEAN CONSTRUCTION SDN. BHD.,cheelean.const@gmail.com,095685591,"A 57, 1st. & 2nd. Floor, Jalan Air Putih, 25300, Kuantan, Pahang","A 57, 1st & 2nd Floor, Jalan Air Putih, 25300, Kuantan, Pahang",Aktif,14,8437-1,Taman Air Putih,Pahang,Kuantan,
8438,yes,BANDAR KEPALA BATAS SDN. BHD.,eddytan@hunzagroup.com,045758001,"No. 163e-19-01 & 20-01, Hunza Tower, Kelawei Road, 10250, Daerah Timor Laut, Pulau Pinang","Suite A, Level 9, Wawasan Open University, 54, Jalan Sultan Ahmad Shah, 10050, Daerah Timor Laut, Pulau Pinang",Aktif,15,8438-1,Bandar Putra Bertam,-,-,
8439,yes,MOTIF ERA SDN. BHD.,motifera89@gmail.com,0194470909,"No. 1-8 & 1-10, Lorong Sintuk 3, Taman Permatang Sintuk, 13100, Seberang Perai Utara, Pulau Pinang","No. B-22, 1st Floor,, Jalan Sekerat,, 08000, Kedah",Aktif,1,8439-1,Taman Permatang Sintok,Pulau Pinang,Seberang Perai Utara,
8440,yes,JKP SDN. BHD.,norainina@jkpsb.com.my,1800221180,"No.128, Bangunan Menara Jkp, Jalan Macalister, 10400, Daerah Timor Laut, Pulau Pinang","Level G2, Plaza Permata, No 6, Jalan Kampar, 50400, Kuala Lumpur, Wp Kuala Lumpur",Aktif,29,8440-1,Taman Ilmu  Fasa 1a & 1b,-,-,
8441,yes,ADAT JAYA SDN. BHD.,a_ajsb@yahoo.com,04-2638101,"98-2-05a Prima Tanjung Jalan Fettes Tanjung Tokong, 11200, Daerah Timor Laut, Pulau Pinang","60 Sri Bahari Road, 10050, Daerah Timor Laut, Pulau Pinang",Aktif,5,8441-1,Taman Angsana,-,-,
8442,yes,EXPRESS RUNNER SDN. BHD.,saicheng26@gmail.com,0127083139,"A-04-08 Blok A, 1 Tebrau, Jalan Tebrau, 80250, Johor Bahru, Johor","No. 35, Ground Floor, Jalan 2, Taman Bersatu, 86000, Kluang, Johor",Aktif,12,8442-1,Taman Impian,-,-,
8443,yes,SUMMIT COSMO SDN. BHD.,-,,-,-,Aktif,1,8443-1,Taman Sempadan,-,-,
8444,yes,DASAR BERINGIN SDN. BHD.,-,03-8948 2922,"B1-03-13, Jalan Sr 1/9, Taman Serdang Raya, Section 9, Seri Kembangan, 43300, Petaling , Selangor","Wisma Purcon, B1-03-13, Jalan Sr 1/9, Taman Serdang Raya, Section 9, 4 Seri Kembangan, 43300, Petaling , Selangor",Aktif,6,8444-1,Impian Putra   (dibatalkan),-,-,
8445,yes,BINTANG TEKNOLOGI KOMUNIKASI SDN. BHD.,-,,-,-,Aktif,1,8445-1,Taman Kenanga,-,-,
8446,yes,CHOP SIN SENG HUAT (JITRA) SDN. BHD.,chopsinsenghuat@gmail.com,049172952,"Depan Mada Workshop, Batu 13 , Jalan Changlun, 06000, Kubang Pasu, Kedah","Depan Mada Workshop Batu 13, Jalan Changlun, 06000, Kubang Pasu, Kedah",Aktif,6,8446-1,Lot 596 Mukim Jitra,-,-,
8447,yes,LEBAR DAUN DEVELOPMENT SDN. BHD.,-,,"No. 2, Jalan Tengku Ampuan Zabedah J9/j, Section 9, 40000, Petaling , Selangor","2, Jalan Tengku Ampuan Zabedah J 9/j, Section 9, 40000, Petaling , Selangor",Aktif,30,8447-1,Bukit Bandaraya Fasa 1a,-,-,
8448,yes,SOUND ACE  SDN. BHD.,-,07-3355818,"Lot 604, 6th Floor, City Plaza, Jalan Tebrau,, 80300, Johor Bahru, Johor","Lot 604, 6th Floor, City Plaza, Jalan Tebrau,, 80300, Johor Bahru, Johor",Aktif,1,8448-1,Taman D Utama Baru,Johor,Johor Bahru,
8449,yes,FIVESTAR DEVELOPMENT (PUCHONG) SDN. BHD.,-,,"No 39 Jalan 16/155c, 57000, Kuala Lumpur, Wp Kuala Lumpur","Bangunan Tan Lai Kim, No. 160, Batu 3 1/4, Jalan Kelang Lama, 58000, Kuala Lumpur, Wp Kuala Lumpur",Aktif,10,8449-1,Puchong Hartamas Fasa 1,-,-,
8450,yes,MEGA LAND DEVELOPMENT SDN. BHD.,mldsb@live.com,052543663,"No. 15-1, Hala Pinji 1, Pasir Putih, 31650, Kinta, Perak","Bilik 201,tkt.2,bgn.kaying Perak, 114,jalan Sultan Yussuf, Ipoh,perak., 30000, Kinta, Perak",Aktif,5,8450-1,Taman Mambang Baru,-,-,
8451,yes,BENTENG RIA SDN. BHD.,-,,-,-,Aktif,1,8451-1,Taman Teluk Pulai,-,-,
8452,yes,DAYA ADIL SDN. BHD.,-,,-,-,Aktif,2,8452-1,Taman Juru Jaya,-,-,
8453,yes,SIMPULAN CEMERLANG SDN. BHD.,-,,-,-,Aktif,2,8453-1,Taman Kelisa,-,-,
8454,yes,GUAN THYE DEVELOPMENT SDN. BHD.,CHEAH.CHEWHAI@GMAIL.COM,047712680,"622 & 623, Lebuhraya Sultan Abdul Halim, 05400, Kota Setar, Kedah","502-a, Jalan Pintu Sepuluh, 05100, Kota Setar, Kedah",Aktif,2,8454-1,Taman Anggerik Fasa 6,-,-,
8455,yes,B.P. DEVELOPMENT SDN. BHD.,-,,-,-,Aktif,1,8455-1,Ptd 8625 Dan 8626 Mukim Jeram Batu,-,-,
8456,yes,KINTA ECOCITY SDN. BHD.,karen@kintaproperties.com,052921333,"2, Jalan Sri Klebang A/12, Bandar Baru Sri Klebang, 31200, Kinta, Perak","No. 1 Jalan Lasam, 30350, Kinta, Perak",Aktif,57,8456-1,Bandar Baru Sri Klebang Fasa 1b,Perak,-,
8457,yes,SRIERA DEVELOPMENT SDN. BHD.,sriera@streamyx.com,03-77811499,"No 24, Mj/1, Taman Maju Jaya, Jln Klang Lama,, 46000, Petaling , Selangor","5-2a, Jalan 3/125d, Desa Petaling, 57100 Kuala Lumpur, 57100, Kuala Lumpur, Wp Kuala Lumpur",Aktif,1,8457-1,Taman Medan Jaya,Selangor,Petaling ,
8458,yes,NTS DEVELOPMENT SDN. BHD. (NG TIONG SENG CONSTRUCTION SDN. BHD.),-,,-,-,Aktif,3,8458-1,Taman Bendahara,-,-,
8459,yes,KLH PROPERTIES SDN. BHD.,-,,-,-,Aktif,2,8459-1,Taman Semenyih Ria,-,-,
8460,yes,HONG JIN CONSTRUCTION SDN. BHD.,hjconstructionsdnbhd@gmail.com,044312259,"21 Lebuh Fairuz 1, Taman Perusahaan Ringan Bakar Arang, 08000, Kuala Muda, Kedah","104, 1st Floor, Kompleks Alor Setar, Lebuhraya Darulaman, 05100, Kuala Muda, Kedah",Aktif,12,8460-1,Taman Permai,-,-,
8461,yes,BOULEVARD HOUSING SDN. BHD.,-,,-,-,Aktif,1,8461-1,Desa Sri Tanjung,-,-,
8462,yes,CEKAP ARIF SDN. BHD.,-,,"No. 11, Jalan Molek 1, Taman Desa Molek, 82000, Pontian, Johor","50-1, 52-1 & 54-1, Jalan Bpm 2, Taman Bukit Piatu Mutiara, 75150, Melaka Tengah, Melaka",Aktif,5,8462-1,Taman Pontian Utama,Johor,Pontian,
8463,yes,PRIMA PRAI OFFICES SDN. BHD.,-,,"No. 38 A, Jalan Perai Utama 1,, Taman Perai Utama, 13600, Seberang Perai Tengah, Pulau Pinang","38a Jalan Perai Utama 1, Taman Perai Utama, 13600, Seberang Perai Tengah, Pulau Pinang",Aktif,2,8463-1,Taman Perai Utama,-,-,
8464,yes,VIVA MEWAH SDN. BHD.,vivamewah@yahoo.com,04-4259084,"828-b,lorong 5, Taman Kampung Raja, 8000, Kuala Muda, Kedah","828-b,lorong 5, Taman Kampung Raja, 08000, Kuala Muda, Kedah",Aktif,4,8464-1,Taman Kenari Merdu 2,-,-,
8465,yes,WALAFIAT SDN. BHD.,walafiat_sb@yahoo.com,05-3607405,"19, Hala Menglembu Timur 1, Industri Ringan Menglembu, 31450, Kinta, Perak","19, Hala Menglembu Timur 1, Industri Ringan Menglembu, 31450, Kinta, Perak",Aktif,1,8465-1,Taman Halaman Tualang Indah 2,Perak,Kinta,
8466,yes,HOCJAYA DEVELOPMENT SDN. BHD.,hocjaya @ streamyx.com,06-2881111,"313, Jalan Parameswara(bandar Hilir), 75000 Melaka., 75000, Melaka Tengah, Melaka","300-b, Taman Melaka Raya, 75000 Melaka., 75000, Melaka Tengah, Melaka",Aktif,2,8466-1,Taman Klebang Jaya,-,-,
8467,yes,RIMBUN KISANA DEVELOPMENT SDN. BHD.,-,,-,-,Aktif,2,8467-1,Taman Desa Al-kaff,-,-,
8468,yes,EVERGREEN UNION SDN. BHD.,-,05-8063663,"Lot 3183, Wisma Ysc, Jalan Tembikai, Kampung Jambu, 34000 Taiping, Perak., 34000, Larut & Matang, Perak","Lot 3183, Wisma Ysc, Jalan Tembikai, Kampung Jambu, 34000 Taiping, Perak., 34000, Larut & Matang, Perak",Aktif,1,8468-1,Taman Matang Utama,Perak,Larut & Matang,
8469,yes,MASTER ORIENTAL DEVELOPMENT SDN. BHD.,m_ortl@streamyx.com,03-87235003,"98a&b Jalan 1/2, Bandar Teknologi Kajang, 43500, Hulu Langat, Selangor","2-1 Jalan Vivekananda, Brickfields, 50470, Kuala Lumpur, Wp Kuala Lumpur",Aktif,3,8469-1,"Taman Damai,  Klang",-,-,
8470,yes,PEMBINAAN SIJAYA (M) SDN. BHD.,amreal@po.jaring.my,03-3373 2888,"Tingkat 9, Menara A & M, Garden Business Centre, No. 3 Jalan Istana, 41000, Klang, Selangor","36a Lorong Gelugor Off Persiaran Sultan Ibrahim, 41300, Klang, Selangor",Aktif,2,8470-1,Puteri Subang,Selangor,Klang,
8471,yes,COSMOS INTERGRATED BUILDERS SDN. BHD.,-,,-,-,Aktif,1,8471-1,Desa Salam Hidayah,-,-,
8472,yes,HEBAT SEMPURNA SDN. BHD.,klg.karen@yahoo.com,03-33733145,"No. 2550b, Persiaran Raja Muda Musa,, 41000, Klang, Selangor","No. 26a, Jalan Sireh,, 41050, Klang, Selangor",Aktif,2,8472-1,Lot 11047 Mukim Klang,-,-,
8473,yes,SENANG JAYA DEVELOPMENT SDN BHD.,-,,-,-,Aktif,1,8473-1,Taman Emas Jaya,-,-,
8474,yes,PERUMAHAN HON TIM SDN. BHD.,eastcity@streamyx.com,09-5666560,"A-615, Tingkat 1, Jalan Beserah,, 25300, Kuantan, Pahang","75, Bilik A, Tingkat 1, Jalan Haji Abdul Aziz,, 25000, Kuantan, Pahang",Aktif,2,8474-1,Lot 1764 Jalan Galing 1,-,-,
8475,no,,,,,,,,,,,,
8476,yes,YONSEN DEVELOPMENT SDN. BHD.,yonsen@streamyx.com,06-3373902,"37-2,jln Kesidang 3/11,mka Mall, Off Jln Tun Perak, 75300, Melaka Tengah, Melaka","37-2,jln Kesidang 3/11,mka Mall, Off Jln Tun Perak, 75300, Melaka Tengah, Melaka",Aktif,12,8476-1,Taman Asean,-,-,
8477,yes,PANSPRINT CONSOLIDATED SDN. BHD.,-,,-,-,Aktif,1,8477-1,Taman Serumpun,-,-,
8478,yes,WAWASAN TENAGA SDN. BHD.,-,,-,-,Aktif,1,8478-1,Sebelah Taman Sri Bakti  2,-,-,
8479,yes,RUANG KERJAYA SDN. BHD.,-,,-,-,Aktif,1,8479-1,Lot 2888,-,-,
8480,yes,KINTA CASTLE BUILDERS SDN. BHD.,-,,-,-,Aktif,1,8480-1,Pt 14108 - Pt 14145 Mukim Durian Sebatang,-,-,
8481,yes,ARDENT LEISURE SDN. BHD.,-,,-,-,Aktif,1,8481-1,Pt 166644 - Pt 166683 Dan  Pt 166686 - Pt 166695 Mukim Hulu Kinta,-,-,
8482,yes,WARTAMATICS SDN. BHD.,WARTAMATICS@HOTMAIL.COM,03-92749130,"34, Jalan Perdana 10/12, Pusat Perdagangan Tasik Perdana, Pandan Perdana, 55300, Kuala Lumpur, Wp Kuala Lumpur","34, Jalan Perdana 10/12, Pusat Perdagangan Tasik Perdana, Pandan Perdana, 55300, Kuala Lumpur, Wp Kuala Lumpur",Aktif,4,8482-1,Taman Padu Permai,-,-,
8483,yes,MODAL EHSAN SDN. BHD.,-,,"L3-01, Level 3 Dan L3a-01, Level 3a , Menara Kenari @ Canary Tower,, No.1 Jalan Tun Mohd Fuad, Taman Tun Dr Ismail, 60000, Hulu Langat, Wp Kuala Lumpur","L5-01, Level 5, Menara Kenari @ Canary Tower,, No. 1, Jalan Tun Mohd Fuad, Taman Tun Dr. Ismail,, 60000, Wp Kuala Lumpur",Aktif,10,8483-1,Taman Sutera,Selangor,Hulu Langat,
8484,yes,REHANSTAT PROPERTIES SDN. BHD.,-,,-,-,Aktif,1,8484-1,Lot 4502 Dan 4506 Mukim Setapak,-,-,
8485,yes,BISTARI AMAN SDN. BHD.,-,09-623 6886,"Unit No. 3, Tingkat 1, Bistari Centre, Jalan Hiliran, 20300, Kuala Terengganu, Terengganu","4210-g, Tingkat 2, Jalan Kebun Sultan,, 15350, Kota Bharu, Kelantan",Aktif,1,8485-1,Bistari Apartment,Terengganu,Kuala Terengganu,
8486,yes,ASADI SDN. BHD.,-,,-,-,Aktif,1,8486-1,Taman Machang Bubok,-,-,
8487,yes,HB TAN DEVELOPMENT SDN. BHD.,-,03-31871911,"44a,jalan Bunga Pekan 2,kawasan 6,, 42700, Kuala Langat, Selangor","44a,jalan Bunga Pekan 2,kawasan 6,, 42700, Kuala Langat, Selangor",Aktif,9,8487-1,Pt 11520 Bandar Banting,-,-,
8488,yes,DIAMOND RICE SDN. BHD.,-,,-,-,Aktif,1,8488-1,Taman Tun Hussein Onn,-,-,
8489,yes,JOHAN CREDIT & LEASING SDN. BHD.,smd.lckgroup@gmail.com,0333437777,"No. 4-6, Jalan Gopeng , Off Jalan Pasar, Kawasan 18, 41400, Klang, Selangor","No.32a-1 (suite B), Lorong Batu Nilam 21b, Bandar Bukit Tinggi, 41200, Klang, Selangor",Aktif,2,8489-1,Taman Kuala Selangor Utama,Selangor,Kuala Selangor,
8490,yes,SENTOSA NOVA SDN. BHD.,-,,-,-,Aktif,1,8490-1,Lot 2576,-,-,
8491,yes,HAPLING ENTERPRISE SDN. BHD.,-,,-,-,Aktif,1,8491-1,Taman Kenangan,-,-,
8492,yes,SELOKA GAGAH SDN. BHD.,SELOKA@GEOHAN.COM,03-77273608,"40a, Jalan Datuk Sulaiman, Taman Tun Dr. Ismail, 60000, Kuala Lumpur, Wp Kuala Lumpur","Tingkat 1, No. 935, Batu Lima, Jalan Ipoh, 51200, Kuala Lumpur, Wp Kuala Lumpur",Aktif,1,8492-1,Taman Ulu Beranang,Negeri Sembilan,Seremban,
8493,yes,KERAPJAYA DEVELOPMENT SDN. BHD.,kerapjaya3355@gmail.com,069542013,"No. 25 (1st Floor), Jalan Othman , 84000, Muar, Johor","15-a, Jalan Bakri Jaya 1, Taman Bakri Jaya, 84000, Muar, Johor",Aktif,29,8493-1,Taman Tamiang Murni  2,-,-,
8494,yes,LIMASJAYA SDN. BHD.,limasjaya.sb@gmail.com,0392246777,"No. 621-a, Jalan Tmr 10, Taman Melaka Raya,, 75000, Melaka Tengah, Melaka","52b, Persiaran Green Hill, Ipoh, 30450, Kinta, Perak",Aktif,1,8494-1,Taman Sebatu Jaya,Melaka,Jasin,
8495,yes,DELIMA ARAH JAYA CONSTRUCTION & DEVT. SDN. BHD.,-,,-,-,Aktif,1,8495-1,Taman Seroja,-,-,
8496,yes,KIARA IDAMAN SDN. BHD.,KIARAIDAMAN@HOTMAIL.COM,03-33729828,"73, Jalan Rengas, Southern Park, 41200, Klang, Selangor","2-2b,lorong Gudang Nenas, Off Jalan Pasar,, 41400, Klang, Selangor",Aktif,3,8496-1,Taman Kiara Idaman,-,-,
8497,yes,LEMBAH LANGAT DEVELOPMENT SDN. BHD.,zaitina@ptb.com.my,03-79681222,"1st Floor No. 118 Jalan Semangat, 46300, Petaling , Selangor","1st Floor No. 118 Jalan Semangat, 46300, Petaling , Selangor",Aktif,1,8497-1,Taman Kelab Ukay,Selangor,Gombak,
8498,yes,JUTAHAP SDN. BHD.,-,,-,-,Aktif,2,8498-1,Lot Ptd 3923 (lot Baru 4424) Mukim Parit Jawa,-,-,
8499,yes,SAMUDERA RAMPAIAN SDN. BHD.,kammygan924@gmail.com,603-8739 9998,"556b, Jalan Tunku Hishamuddin, Sg Chua, 43000, Hulu Langat, Selangor","19-2,2nd Floor, Jalan 2/32, 6 Mile Off Jalan Kepong, 52000, Kuala Lumpur, Wp Kuala Lumpur",Aktif,2,8499-1,Taman Jati Indah,Melaka,Alor Gajah,
8500,yes,MEMORI SALJU SDN. BHD.,-,,-,-,Aktif,2,8500-1,Taman Chemor Mesra,-,-,
8501,yes,MID VALLEY CITY SDN. BHD.,-,,-,-,Aktif,1,8501-1,Kondominium Mid Valley Mulia,-,-,
8502,yes,OIB PROPERTIES (SW) SDN. BHD.,oibkulim@gmail.com,044952018,"34 & 35, Lengkok Cempaka 2, Bandar Amanjaya, 08000, Kuala Muda, Kedah","170-09-01, Livingston Tower, Jalan Argyll,, 10050, Daerah Timor Laut, Pulau Pinang",Aktif,12,8502-1,Taman Serai Wangi,-,-,
8503,yes,HARMONI SEPADU SDN. BHD.,-,,-,-,Aktif,2,8503-1,Taman Syahirah,-,-,
8504,yes,KINSING ENGINEERING & TRADING SDN. BHD.,-,,-,-,Aktif,1,8504-1,Taman Bakau Indah,-,-,
8505,yes,DIAMOND DRAGON SDN. BHD.,-,,-,-,Aktif,1,8505-1,Taman Garuda,-,-,
8506,yes,PEMBINAAN CERDIK (M) SDN. BHD.,pcerdik1188@gmail.com,052541188,"Jalan Yeop Abdul Rani, 30300 Ipoh, 30300, Kinta, Perak","40-b, Jalan Sultan Ismail, 50250, Kuala Lumpur, Wp Kuala Lumpur",Aktif,2,8506-1,Bandar Phoenix,Perak,Kinta,
8507,yes,MULTIPLEX  STRATEGY SDN. BHD.,-,,-,-,Aktif,1,8507-1,Taman Prima Cheras,-,-,
8508,yes,BG LAND SDN. BHD.,-,,-,-,Aktif,1,8508-1,Pt 6297 - Pt 6304 Mukim Batu Gajah,-,-,
8509,yes,WIJAYA BANDAR BINA SDN. BHD.,-,,"No. 4695, Jalan Permatang Pauh, 13400, Seberang Perai Utara, Pulau Pinang","6623 & 6627,jalan Mengkuang, Butterworth,penang, 12200, Seberang Perai Utara, Pulau Pinang",Aktif,4,8509-1,Taman Janggus Jaya,Pulau Pinang,Seberang Perai Tengah,
8510,yes,HAMTON REALTY SDN. BHD.,hamton@tm.net.my,03-79560089,"B902, Pusat Dagangan Phleo Damansara Ii, No. 15 Jalan 16/11, Off Jalan Damansara, 46350, Petaling , Selangor","Suite 1603, 16th Floor, Wisma Lim Foo Yong,  86 Jalan Raja Chulan, 50200, Kuala Lumpur, Wp Kuala Lumpur",Aktif,6,8510-1,Taman Desa Baru,-,-,
8511,yes,PARK MERIDIEN SDN. BHD.,-,,-,-,Aktif,1,8511-1,Meridian Court,-,-,
8512,no,,,,,,,,,,,,
8513,yes,PINTAR MASHYUR SDN. BHD.,-,,-,-,Aktif,1,8513-1,Lot 850 Mukim Tanjung Duabelas,-,-,
8514,yes,SENTORIA PROPERTIES SDN. BHD.,-,,"56-& 58 ( 2nd Floor), Jalan Dagang Sb 4/2, Taman Sungai, 43300, Petaling , Selangor","No. 56 & 58, Jalan Dagang Sb 4/2, Tmn Sg. Besi Indah, Seri Kembangan, 43300, Petaling , Selangor",Aktif,3,8514-1,Taman Sentora,-,-,
8515,yes,DESA DARULAMAN SDN. BHD.,-,,-,-,Aktif,1,8515-1,Desa Darulaman,-,-,
8516,yes,ENSHINSAITO DEVELOPMENT SDN. BHD.,jericoh2@gmail.com,,"No. 84, Jalan Cenderai 2, Lucky Garden,, 59100, Kuala Lumpur, Wp Kuala Lumpur","No.1, Jalan Ss 7/10, Kelana Jaya, 47301, Petaling , Selangor",Aktif,4,8516-1,Taman Angsana,-,-,
8517,yes,GADING HIKMAT SDN.  BHD.,-,,-,-,Aktif,2,8517-1,Taman Sri Zasna,-,-,
8518,yes,I.T. PRIMA DEVELOPMENT SDN. BHD.,SUKMAPRIMA@YAHOO.COM,0-40413733,"N0 10-1 Kompleks Udarama, Jalan 3/64a, Off Jalan Ipoh, 51100, Kuala Lumpur, Wp Kuala Lumpur","605, Suite 1, Menara Mutiara Majestic, 15 Jalan Othman,, 46000, Petaling , Selangor",Aktif,1,8518-1,Taman Perdana Raya,Pahang,Bentong,
8519,yes,PADURUSAN SDN. BHD.,-,,"No. 51, Taman Ann Lock,, 28300, Bera, Pahang","142, Taman Teo Joo, 28300, Bera, Pahang",Aktif,2,8519-1,Taman Kerayong Makmur,Pahang,Bera,
8520,yes,CHANGKAT SENTOSA SDN. BHD.,-,,-,-,Aktif,1,8520-1,Taman Kolej Perdana,-,-,
8521,yes,FINECON BUILDING CONSTRUCTION SDN. BHD.,finecon@gmail.com,063122810,"No 8 & 10, Jalan Pe 32, Taman Paya Emas, 76450, Melaka Tengah, Melaka","2b-9, Jalan Kesidang 3/6,, Off Jalan Tun Perak,, 75300, Melaka Tengah, Melaka",Aktif,5,8521-1,Taman Rambai Utama,-,-,
8522,yes,BAIDURI SEMENANJUNG SDN. BHD.,-,03-33720288,"No.87,2nd Floor,lebuh Turi Off Persiaran Raja Muda Musa,taman Chi Liung, 41200, Klang, Selangor","No.87,2nd Floor,lebuh Turi Off Persiaran Raja Muda Musa,taman Chi Liung, 41200, Klang, Selangor",Aktif,2,8522-1,Taman Baiduri,-,-,
8523,yes,PEMBINAAN PRIMA JAGUH SDN. BHD.,evh.legal@gmail.com,043802751,"No.2758, Jalan Chain Ferry, Taman Inderawasih, 13600, Seberang Perai Selatan, Pulau Pinang","No.8 & 10, Ground Floor, Lorong Tembikai Satu, Kawasan Perniagaan Sungai Rambai, 14000, Seberang Perai Tengah, Pulau Pinang",Aktif,19,8523-1,Taman Menteri,-,-,
8524,yes,INTVIEW (M) SDN. BHD.,-,,-,-,Aktif,1,8524-1,Taman Desa Permai,-,-,
